dt,c,ma
2012-02-08D09:15:00.000000000,1.59145,1.591557
2012-02-08D09:30:00.000000000,1.5917,1.591605
2012-02-08D09:45:00.000000000,1.59096,1.59139
2012-02-08D10:00:00.000000000,1.59153,1.591437
2012-02-08D10:15:00.000000000,1.59047,1.591114
2012-02-08D10:30:00.000000000,1.59011,1.59078
2012-02-08D10:45:00.000000000,1.58773,1.589763
2012-02-08D11:00:00.000000000,1.58803,1.589185
2012-02-08D11:15:00.000000000,1.58802,1.588797
2012-02-08D11:30:00.000000000,1.58936,1.588985
2012-02-08D11:45:00.000000000,1.58771,1.58856
2012-02-08D12:00:00.000000000,1.58812,1.588413
2012-02-08D12:15:00.000000000,1.58941,1.588745
2012-02-08D12:30:00.000000000,1.58941,1.588967
2012-02-08D12:45:00.000000000,1.59001,1.589315
2012-02-08D13:00:00.000000000,1.58988,1.589503
2012-02-08D13:15:00.000000000,1.59012,1.589709
2012-02-08D13:30:00.000000000,1.58839,1.589269
2012-02-08D13:45:00.000000000,1.58858,1.589039
2012-02-08D14:00:00.000000000,1.58819,1.588756
2012-02-08D14:15:00.000000000,1.58685,1.588121
2012-02-08D14:30:00.000000000,1.58581,1.587351
2012-02-08D14:45:00.000000000,1.58634,1.587014
2012-02-08D15:00:00.000000000,1.58658,1.586869
2012-02-08D15:15:00.000000000,1.58425,1.585996
2012-02-08D15:30:00.000000000,1.58099,1.584327
2012-02-08D15:45:00.000000000,1.58236,1.583672
2012-02-08D16:00:00.000000000,1.5807,1.582681
2012-02-08D16:15:00.000000000,1.58102,1.582127
2012-02-08D16:30:00.000000000,1.58037,1.581542
2012-02-08D16:45:00.000000000,1.58184,1.581641
2012-02-08D17:00:00.000000000,1.58272,1.582001
2012-02-08D17:15:00.000000000,1.5824,1.582134
2012-02-08D17:30:00.000000000,1.58229,1.582186
2012-02-08D17:45:00.000000000,1.58282,1.582397
2012-02-08D18:00:00.000000000,1.58209,1.582295
2012-02-08D18:15:00.000000000,1.58312,1.58257
2012-02-08D18:30:00.000000000,1.58276,1.582633
2012-02-08D18:45:00.000000000,1.58229,1.582519
2012-02-08D19:00:00.000000000,1.58199,1.582343
2012-02-08D19:15:00.000000000,1.58234,1.582342
2012-02-08D19:30:00.000000000,1.58232,1.582334
2012-02-08D19:45:00.000000000,1.58154,1.58207
2012-02-08D20:00:00.000000000,1.58198,1.58204
2012-02-08D20:15:00.000000000,1.58227,1.582117
2012-02-08D20:30:00.000000000,1.58211,1.582114
2012-02-08D20:45:00.000000000,1.58185,1.582026
2012-02-08D21:00:00.000000000,1.58163,1.581894
2012-02-08D21:15:00.000000000,1.58147,1.581753
2012-02-08D21:30:00.000000000,1.58184,1.581782
2012-02-08D21:45:00.000000000,1.58163,1.581731
2012-02-08D22:00:00.000000000,1.58174,1.581734
2012-02-08D22:15:00.000000000,1.58162,1.581696
2012-02-08D22:30:00.000000000,1.58152,1.581637
2012-02-08D22:45:00.000000000,1.58125,1.581508
2012-02-08D23:00:00.000000000,1.57982,1.580946
2012-02-08D23:15:00.000000000,1.58112,1.581004
2012-02-08D23:30:00.000000000,1.58117,1.581059
2012-02-08D23:45:00.000000000,1.58088,1.580999
2012-02-09D00:00:00.000000000,1.58097,1.58099
2012-02-09D00:15:00.000000000,1.58054,1.58084
2012-02-09D00:30:00.000000000,1.58018,1.58062
2012-02-09D00:45:00.000000000,1.58009,1.580443
2012-02-09D01:00:00.000000000,1.58025,1.580379
2012-02-09D01:15:00.000000000,1.57995,1.580236
2012-02-09D01:30:00.000000000,1.58008,1.580184
2012-02-09D01:45:00.000000000,1.5804,1.580256
2012-02-09D02:00:00.000000000,1.5808,1.580437
2012-02-09D02:15:00.000000000,1.58098,1.580618
2012-02-09D02:30:00.000000000,1.58102,1.580752
2012-02-09D02:45:00.000000000,1.58126,1.580921
2012-02-09D03:00:00.000000000,1.58145,1.581098
2012-02-09D03:15:00.000000000,1.58133,1.581175
2012-02-09D03:30:00.000000000,1.58166,1.581337
2012-02-09D03:45:00.000000000,1.58103,1.581234
2012-02-09D04:00:00.000000000,1.58057,1.581013
2012-02-09D04:15:00.000000000,1.58162,1.581215
2012-02-09D04:30:00.000000000,1.58212,1.581517
2012-02-09D04:45:00.000000000,1.58244,1.581825
2012-02-09D05:00:00.000000000,1.58218,1.581943
2012-02-09D05:15:00.000000000,1.58264,1.582175
2012-02-09D05:30:00.000000000,1.58251,1.582287
2012-02-09D05:45:00.000000000,1.58272,1.582431
2012-02-09D06:00:00.000000000,1.58422,1.583028
2012-02-09D06:15:00.000000000,1.58366,1.583238
2012-02-09D06:30:00.000000000,1.5843,1.583592
2012-02-09D06:45:00.000000000,1.58374,1.583641
2012-02-09D07:00:00.000000000,1.58431,1.583864
2012-02-09D07:15:00.000000000,1.58423,1.583986
2012-02-09D07:30:00.000000000,1.58324,1.583737
2012-02-09D07:45:00.000000000,1.58339,1.583622
2012-02-09D08:00:00.000000000,1.58299,1.583411
2012-02-09D08:15:00.000000000,1.5844,1.583741
2012-02-09D08:30:00.000000000,1.58467,1.58405
2012-02-09D08:45:00.000000000,1.58396,1.58402
2012-02-09D09:00:00.000000000,1.58361,1.583884
2012-02-09D09:15:00.000000000,1.58394,1.583902
2012-02-09D09:30:00.000000000,1.58559,1.584465
2012-02-09D09:45:00.000000000,1.58421,1.58438
2012-02-09D10:00:00.000000000,1.58388,1.584213
2012-02-09D10:15:00.000000000,1.58375,1.584059
2012-02-09D10:30:00.000000000,1.58308,1.583733
2012-02-09D10:45:00.000000000,1.58404,1.583835
2012-02-09D11:00:00.000000000,1.58442,1.58403
2012-02-09D11:15:00.000000000,1.58387,1.583977
2012-02-09D11:30:00.000000000,1.58407,1.584008
2012-02-09D11:45:00.000000000,1.58279,1.583602
2012-02-09D12:00:00.000000000,1.58658,1.584595
2012-02-09D12:15:00.000000000,1.58756,1.585583
2012-02-09D12:30:00.000000000,1.58665,1.585939
2012-02-09D12:45:00.000000000,1.58549,1.585789
2012-02-09D13:00:00.000000000,1.58823,1.586603
2012-02-09D13:15:00.000000000,1.58599,1.586399
2012-02-09D13:30:00.000000000,1.58636,1.586386
2012-02-09D13:45:00.000000000,1.58516,1.585977
2012-02-09D14:00:00.000000000,1.58631,1.586088
2012-02-09D14:15:00.000000000,1.58675,1.586309
2012-02-09D14:30:00.000000000,1.5849,1.585839
2012-02-09D14:45:00.000000000,1.5861,1.585926
2012-02-09D15:00:00.000000000,1.58459,1.585481
2012-02-09D15:15:00.000000000,1.58311,1.58469
2012-02-09D15:30:00.000000000,1.58218,1.583854
2012-02-09D15:45:00.000000000,1.58418,1.583962
2012-02-09D16:00:00.000000000,1.58646,1.584795
2012-02-09D16:15:00.000000000,1.58457,1.58472
2012-02-09D16:30:00.000000000,1.58349,1.58431
2012-02-09D16:45:00.000000000,1.58369,1.584103
2012-02-09D17:00:00.000000000,1.58395,1.584052
2012-02-09D17:15:00.000000000,1.58332,1.583808
2012-02-09D17:30:00.000000000,1.58319,1.583602
2012-02-09D17:45:00.000000000,1.58333,1.583511
2012-02-09D18:00:00.000000000,1.58283,1.583284
2012-02-09D18:15:00.000000000,1.58299,1.583186
2012-02-09D18:30:00.000000000,1.58162,1.582664
2012-02-09D18:45:00.000000000,1.58195,1.582426
2012-02-09D19:00:00.000000000,1.58223,1.582361
2012-02-09D19:15:00.000000000,1.58235,1.582357
2012-02-09D19:30:00.000000000,1.58277,1.582495
2012-02-09D19:45:00.000000000,1.58254,1.58251
2012-02-09D20:00:00.000000000,1.58197,1.58233
2012-02-09D20:15:00.000000000,1.58215,1.58227
2012-02-09D20:30:00.000000000,1.58172,1.582087
2012-02-09D20:45:00.000000000,1.58158,1.581918
2012-02-09D21:00:00.000000000,1.58147,1.581768
2012-02-09D21:15:00.000000000,1.5818,1.581779
2012-02-09D21:30:00.000000000,1.58174,1.581766
2012-02-09D21:45:00.000000000,1.58173,1.581754
2012-02-09D22:00:00.000000000,1.58165,1.581719
2012-02-09D22:15:00.000000000,1.5816,1.58168
2012-02-09D22:30:00.000000000,1.58162,1.58166
2012-02-09D22:45:00.000000000,1.58148,1.5816
2012-02-09D23:00:00.000000000,1.58108,1.581427
2012-02-09D23:15:00.000000000,1.58061,1.581154
2012-02-09D23:30:00.000000000,1.58072,1.58101
2012-02-09D23:45:00.000000000,1.58115,1.581056
2012-02-10D00:00:00.000000000,1.58084,1.580984
2012-02-10D00:15:00.000000000,1.58097,1.58098
2012-02-10D00:30:00.000000000,1.58078,1.580913
2012-02-10D00:45:00.000000000,1.58131,1.581045
2012-02-10D01:00:00.000000000,1.58099,1.581027
2012-02-10D01:15:00.000000000,1.58076,1.580938
2012-02-10D01:30:00.000000000,1.58069,1.580855
2012-02-10D01:45:00.000000000,1.58027,1.58066
2012-02-10D02:00:00.000000000,1.58034,1.580553
2012-02-10D02:15:00.000000000,1.5806,1.580569
2012-02-10D02:30:00.000000000,1.58056,1.580566
2012-02-10D02:45:00.000000000,1.58032,1.580484
2012-02-10D03:00:00.000000000,1.58027,1.580413
2012-02-10D03:15:00.000000000,1.58039,1.580405
2012-02-10D03:30:00.000000000,1.57978,1.580197
2012-02-10D03:45:00.000000000,1.57951,1.579968
2012-02-10D04:00:00.000000000,1.57992,1.579952
2012-02-10D04:15:00.000000000,1.5799,1.579935
2012-02-10D04:30:00.000000000,1.57977,1.57988
2012-02-10D04:45:00.000000000,1.57949,1.57975
2012-02-10D05:00:00.000000000,1.57911,1.579537
2012-02-10D05:15:00.000000000,1.57894,1.579338
2012-02-10D05:30:00.000000000,1.57895,1.579208
2012-02-10D05:45:00.000000000,1.57874,1.579052
2012-02-10D06:00:00.000000000,1.57934,1.579148
2012-02-10D06:15:00.000000000,1.57873,1.579009
2012-02-10D06:30:00.000000000,1.57843,1.578816
2012-02-10D06:45:00.000000000,1.57861,1.578747
2012-02-10D07:00:00.000000000,1.57876,1.578751
2012-02-10D07:15:00.000000000,1.57772,1.578408
2012-02-10D07:30:00.000000000,1.57759,1.578135
2012-02-10D07:45:00.000000000,1.57885,1.578373
2012-02-10D08:00:00.000000000,1.57978,1.578842
2012-02-10D08:15:00.000000000,1.57998,1.579222
2012-02-10D08:30:00.000000000,1.58068,1.579708
2012-02-10D08:45:00.000000000,1.58108,1.580165
2012-02-10D09:00:00.000000000,1.58209,1.580807
2012-02-10D09:15:00.000000000,1.58163,1.581081
2012-02-10D09:30:00.000000000,1.58381,1.581991
2012-02-10D09:45:00.000000000,1.58369,1.582557
2012-02-10D10:00:00.000000000,1.58398,1.583031
2012-02-10D10:15:00.000000000,1.58229,1.582784
2012-02-10D10:30:00.000000000,1.58288,1.582816
2012-02-10D10:45:00.000000000,1.58336,1.582997
2012-02-10D11:00:00.000000000,1.58279,1.582928
2012-02-10D11:15:00.000000000,1.58312,1.582992
2012-02-10D11:30:00.000000000,1.58228,1.582755
2012-02-10D11:45:00.000000000,1.58255,1.582687
2012-02-10D12:00:00.000000000,1.5791,1.581491
2012-02-10D12:15:00.000000000,1.57935,1.580777
2012-02-10D12:30:00.000000000,1.57895,1.580168
2012-02-10D12:45:00.000000000,1.57812,1.579485
2012-02-10D13:00:00.000000000,1.57709,1.578687
2012-02-10D13:15:00.000000000,1.57624,1.577871
2012-02-10D13:30:00.000000000,1.57614,1.577294
2012-02-10D13:45:00.000000000,1.57725,1.577279
2012-02-10D14:00:00.000000000,1.57659,1.57705
2012-02-10D14:15:00.000000000,1.57636,1.57682
2012-02-10D14:30:00.000000000,1.57614,1.576593
2012-02-10D14:45:00.000000000,1.57579,1.576325
2012-02-10D15:00:00.000000000,1.57524,1.575964
2012-02-10D15:15:00.000000000,1.57599,1.575972
2012-02-10D15:30:00.000000000,1.57444,1.575462
2012-02-10D15:45:00.000000000,1.57507,1.575331
2012-02-10D16:00:00.000000000,1.57541,1.575357
2012-02-10D16:15:00.000000000,1.57511,1.575275
2012-02-10D16:30:00.000000000,1.57529,1.57528
2012-02-10D16:45:00.000000000,1.57471,1.57509
2012-02-10D17:00:00.000000000,1.57453,1.574903
2012-02-10D17:15:00.000000000,1.57463,1.574812
2012-02-10D17:30:00.000000000,1.57427,1.574631
2012-02-10D17:45:00.000000000,1.57451,1.574591
2012-02-10D18:00:00.000000000,1.57447,1.574551
2012-02-10D18:15:00.000000000,1.57435,1.574484
2012-02-10D18:30:00.000000000,1.57332,1.574096
2012-02-10D18:45:00.000000000,1.57303,1.573741
2012-02-10D19:00:00.000000000,1.57391,1.573797
2012-02-10D19:15:00.000000000,1.57409,1.573895
2012-02-10D19:30:00.000000000,1.57395,1.573913
2012-02-10D19:45:00.000000000,1.57391,1.573912
2012-02-10D20:00:00.000000000,1.57352,1.573781
2012-02-10D20:15:00.000000000,1.57371,1.573758
2012-02-10D20:30:00.000000000,1.57403,1.573848
2012-02-10D20:45:00.000000000,1.57345,1.573716
2012-02-10D21:00:00.000000000,1.57388,1.57377
2012-02-10D21:15:00.000000000,1.57423,1.573924
2012-02-10D21:30:00.000000000,1.57535,1.574399
2012-02-10D21:45:00.000000000,1.57761,1.575469
2012-02-12D22:00:00.000000000,1.57623,1.575723
2012-02-12D22:15:00.000000000,1.57865,1.576699
2012-02-12D22:30:00.000000000,1.57891,1.577436
2012-02-12D22:45:00.000000000,1.57918,1.578017
2012-02-12D23:00:00.000000000,1.57879,1.578275
2012-02-12D23:15:00.000000000,1.57807,1.578207
2012-02-12D23:30:00.000000000,1.5769,1.577771
2012-02-12D23:45:00.000000000,1.57766,1.577734
2012-02-13D00:00:00.000000000,1.57738,1.577616
2012-02-13D00:15:00.000000000,1.57738,1.577537
2012-02-13D00:30:00.000000000,1.57595,1.577008
2012-02-13D00:45:00.000000000,1.57658,1.576865
2012-02-13D01:00:00.000000000,1.57617,1.576634
2012-02-13D01:15:00.000000000,1.57638,1.576549
2012-02-13D01:30:00.000000000,1.57688,1.576659
2012-02-13D01:45:00.000000000,1.57765,1.57699
2012-02-13D02:00:00.000000000,1.57763,1.577203
2012-02-13D02:15:00.000000000,1.57811,1.577505
2012-02-13D02:30:00.000000000,1.57783,1.577614
2012-02-13D02:45:00.000000000,1.57768,1.577636
2012-02-13D03:00:00.000000000,1.57781,1.577694
2012-02-13D03:15:00.000000000,1.57842,1.577936
2012-02-13D03:30:00.000000000,1.57872,1.578197
2012-02-13D03:45:00.000000000,1.57908,1.578492
2012-02-13D04:00:00.000000000,1.57876,1.578581
2012-02-13D04:15:00.000000000,1.57848,1.578547
2012-02-13D04:30:00.000000000,1.57875,1.578615
2012-02-13D04:45:00.000000000,1.57902,1.57875
2012-02-13D05:00:00.000000000,1.57905,1.57885
2012-02-13D05:15:00.000000000,1.57917,1.578957
2012-02-13D05:30:00.000000000,1.57911,1.579008
2012-02-13D05:45:00.000000000,1.57862,1.578879
2012-02-13D06:00:00.000000000,1.57865,1.578802
2012-02-13D06:15:00.000000000,1.57865,1.578752
2012-02-13D06:30:00.000000000,1.57829,1.578598
2012-02-13D06:45:00.000000000,1.57824,1.578478
2012-02-13D07:00:00.000000000,1.57938,1.578779
2012-02-13D07:15:00.000000000,1.57933,1.578963
2012-02-13D07:30:00.000000000,1.57946,1.579128
2012-02-13D07:45:00.000000000,1.57866,1.578972
2012-02-13D08:00:00.000000000,1.57985,1.579265
2012-02-13D08:15:00.000000000,1.58188,1.580137
2012-02-13D08:30:00.000000000,1.58198,1.580751
2012-02-13D08:45:00.000000000,1.58173,1.581077
2012-02-13D09:00:00.000000000,1.58078,1.580978
2012-02-13D09:15:00.000000000,1.58059,1.580849
2012-02-13D09:30:00.000000000,1.58077,1.580823
2012-02-13D09:45:00.000000000,1.57929,1.580312
2012-02-13D10:00:00.000000000,1.57938,1.580001
2012-02-13D10:15:00.000000000,1.57951,1.579837
2012-02-13D10:30:00.000000000,1.58079,1.580155
2012-02-13D10:45:00.000000000,1.58144,1.580583
2012-02-13D11:00:00.000000000,1.58171,1.580959
2012-02-13D11:15:00.000000000,1.58124,1.581053
2012-02-13D11:30:00.000000000,1.58127,1.581125
2012-02-13D11:45:00.000000000,1.57968,1.580643
2012-02-13D12:00:00.000000000,1.57983,1.580372
2012-02-13D12:15:00.000000000,1.58053,1.580425
2012-02-13D12:30:00.000000000,1.57952,1.580123
2012-02-13D12:45:00.000000000,1.58005,1.580099
2012-02-13D13:00:00.000000000,1.57984,1.580013
2012-02-13D13:15:00.000000000,1.58035,1.580125
2012-02-13D13:30:00.000000000,1.58076,1.580337
2012-02-13D13:45:00.000000000,1.58015,1.580274
2012-02-13D14:00:00.000000000,1.58003,1.580193
2012-02-13D14:15:00.000000000,1.58012,1.580169
2012-02-13D14:30:00.000000000,1.57931,1.579882
2012-02-13D14:45:00.000000000,1.57928,1.579682
2012-02-13D15:00:00.000000000,1.57821,1.579191
2012-02-13D15:15:00.000000000,1.57799,1.578791
2012-02-13D15:30:00.000000000,1.57835,1.578644
2012-02-13D15:45:00.000000000,1.57903,1.578773
2012-02-13D16:00:00.000000000,1.57881,1.578785
2012-02-13D16:15:00.000000000,1.57782,1.578463
2012-02-13D16:30:00.000000000,1.57787,1.578266
2012-02-13D16:45:00.000000000,1.57786,1.57813
2012-02-13D17:00:00.000000000,1.57764,1.577967
2012-02-13D17:15:00.000000000,1.57725,1.577728
2012-02-13D17:30:00.000000000,1.57758,1.577679
2012-02-13D17:45:00.000000000,1.57791,1.577756
2012-02-13D18:00:00.000000000,1.57787,1.577794
2012-02-13D18:15:00.000000000,1.57786,1.577816
2012-02-13D18:30:00.000000000,1.57818,1.577937
2012-02-13D18:45:00.000000000,1.57752,1.577798
2012-02-13D19:00:00.000000000,1.57742,1.577672
2012-02-13D19:15:00.000000000,1.57768,1.577675
2012-02-13D19:30:00.000000000,1.57762,1.577656
2012-02-13D19:45:00.000000000,1.57736,1.577558
2012-02-13D20:00:00.000000000,1.57692,1.577345
2012-02-13D20:15:00.000000000,1.57725,1.577313
2012-02-13D20:30:00.000000000,1.57666,1.577096
2012-02-13D20:45:00.000000000,1.57692,1.577037
2012-02-13D21:00:00.000000000,1.57683,1.576968
2012-02-13D21:15:00.000000000,1.57666,1.576865
2012-02-13D21:30:00.000000000,1.57661,1.57678
2012-02-13D21:45:00.000000000,1.57653,1.576697
2012-02-13D22:00:00.000000000,1.57673,1.576708
2012-02-13D22:15:00.000000000,1.57649,1.576635
2012-02-13D22:30:00.000000000,1.57673,1.576667
2012-02-13D22:45:00.000000000,1.57514,1.576158
2012-02-13D23:00:00.000000000,1.57353,1.575282
2012-02-13D23:15:00.000000000,1.57247,1.574345
2012-02-13D23:30:00.000000000,1.57263,1.573773
2012-02-13D23:45:00.000000000,1.57217,1.573239
2012-02-14D00:00:00.000000000,1.57334,1.573272
2012-02-14D00:15:00.000000000,1.57243,1.572992
2012-02-14D00:30:00.000000000,1.57308,1.573021
2012-02-14D00:45:00.000000000,1.57317,1.573071
2012-02-14D01:00:00.000000000,1.57183,1.572657
2012-02-14D01:15:00.000000000,1.57147,1.572261
2012-02-14D01:30:00.000000000,1.57152,1.572014
2012-02-14D01:45:00.000000000,1.57154,1.571856
2012-02-14D02:00:00.000000000,1.57114,1.571617
2012-02-14D02:15:00.000000000,1.57121,1.571482
2012-02-14D02:30:00.000000000,1.57106,1.571341
2012-02-14D02:45:00.000000000,1.57111,1.571264
2012-02-14D03:00:00.000000000,1.5708,1.571109
2012-02-14D03:15:00.000000000,1.57056,1.570926
2012-02-14D03:30:00.000000000,1.57043,1.570761
2012-02-14D03:45:00.000000000,1.57051,1.570677
2012-02-14D04:00:00.000000000,1.57163,1.570995
2012-02-14D04:15:00.000000000,1.57192,1.571303
2012-02-14D04:30:00.000000000,1.57183,1.571479
2012-02-14D04:45:00.000000000,1.57038,1.571113
2012-02-14D05:00:00.000000000,1.57097,1.571065
2012-02-14D05:15:00.000000000,1.57068,1.570937
2012-02-14D05:30:00.000000000,1.57097,1.570948
2012-02-14D05:45:00.000000000,1.571,1.570965
2012-02-14D06:00:00.000000000,1.57051,1.570813
2012-02-14D06:15:00.000000000,1.56911,1.570246
2012-02-14D06:30:00.000000000,1.56932,1.569937
2012-02-14D06:45:00.000000000,1.57081,1.570228
2012-02-14D07:00:00.000000000,1.57078,1.570412
2012-02-14D07:15:00.000000000,1.57152,1.570781
2012-02-14D07:30:00.000000000,1.57195,1.571171
2012-02-14D07:45:00.000000000,1.57191,1.571417
2012-02-14D08:00:00.000000000,1.57243,1.571755
2012-02-14D08:15:00.000000000,1.5722,1.571903
2012-02-14D08:30:00.000000000,1.57303,1.572279
2012-02-14D08:45:00.000000000,1.57311,1.572556
2012-02-14D09:00:00.000000000,1.57253,1.572547
2012-02-14D09:15:00.000000000,1.57368,1.572925
2012-02-14D09:30:00.000000000,1.5727,1.57285
2012-02-14D09:45:00.000000000,1.57352,1.573073
2012-02-14D10:00:00.000000000,1.57452,1.573556
2012-02-14D10:15:00.000000000,1.57661,1.574574
2012-02-14D10:30:00.000000000,1.57583,1.574992
2012-02-14D10:45:00.000000000,1.57576,1.575248
2012-02-14D11:00:00.000000000,1.57529,1.575262
2012-02-14D11:15:00.000000000,1.57518,1.575235
2012-02-14D11:30:00.000000000,1.5754,1.57529
2012-02-14D11:45:00.000000000,1.5744,1.574993
2012-02-14D12:00:00.000000000,1.57429,1.574759
2012-02-14D12:15:00.000000000,1.57378,1.574433
2012-02-14D12:30:00.000000000,1.57248,1.573782
2012-02-14D12:45:00.000000000,1.57204,1.573201
2012-02-14D13:00:00.000000000,1.57223,1.572877
2012-02-14D13:15:00.000000000,1.57204,1.572598
2012-02-14D13:30:00.000000000,1.57022,1.571806
2012-02-14D13:45:00.000000000,1.57008,1.57123
2012-02-14D14:00:00.000000000,1.57069,1.57105
2012-02-14D14:15:00.000000000,1.57048,1.57086
2012-02-14D14:30:00.000000000,1.57107,1.57093
2012-02-14D14:45:00.000000000,1.5695,1.570453
2012-02-14D15:00:00.000000000,1.56794,1.569616
2012-02-14D15:15:00.000000000,1.56775,1.568994
2012-02-14D15:30:00.000000000,1.56655,1.568179
2012-02-14D15:45:00.000000000,1.56688,1.567746
2012-02-14D16:00:00.000000000,1.56795,1.567814
2012-02-14D16:15:00.000000000,1.56779,1.567806
2012-02-14D16:30:00.000000000,1.56874,1.568117
2012-02-14D16:45:00.000000000,1.56891,1.568382
2012-02-14D17:00:00.000000000,1.56909,1.568618
2012-02-14D17:15:00.000000000,1.56934,1.568858
2012-02-14D17:30:00.000000000,1.56869,1.568802
2012-02-14D17:45:00.000000000,1.56754,1.568382
2012-02-14D18:00:00.000000000,1.56709,1.567951
2012-02-14D18:15:00.000000000,1.56728,1.567727
2012-02-14D18:30:00.000000000,1.56745,1.567635
2012-02-14D18:45:00.000000000,1.56775,1.567673
2012-02-14D19:00:00.000000000,1.56775,1.567699
2012-02-14D19:15:00.000000000,1.56549,1.566963
2012-02-14D19:30:00.000000000,1.56482,1.566248
2012-02-14D19:45:00.000000000,1.56595,1.566149
2012-02-14D20:00:00.000000000,1.56651,1.566269
2012-02-14D20:15:00.000000000,1.56544,1.565993
2012-02-14D20:30:00.000000000,1.5672,1.566395
2012-02-14D20:45:00.000000000,1.56849,1.567093
2012-02-14D21:00:00.000000000,1.56836,1.567516
2012-02-14D21:15:00.000000000,1.56836,1.567797
2012-02-14D21:30:00.000000000,1.56896,1.568185
2012-02-14D21:45:00.000000000,1.56928,1.56855
2012-02-14D22:00:00.000000000,1.56843,1.56851
2012-02-14D22:15:00.000000000,1.56878,1.5686
2012-02-14D22:30:00.000000000,1.56846,1.568553
2012-02-14D22:45:00.000000000,1.56897,1.568692
2012-02-14D23:00:00.000000000,1.56923,1.568871
2012-02-14D23:15:00.000000000,1.56872,1.568821
2012-02-14D23:30:00.000000000,1.5688,1.568814
2012-02-14D23:45:00.000000000,1.56882,1.568816
2012-02-15D00:00:00.000000000,1.56869,1.568774
2012-02-15D00:15:00.000000000,1.56832,1.568623
2012-02-15D00:30:00.000000000,1.56882,1.568688
2012-02-15D00:45:00.000000000,1.56845,1.568609
2012-02-15D01:00:00.000000000,1.56793,1.568383
2012-02-15D01:15:00.000000000,1.56853,1.568432
2012-02-15D01:30:00.000000000,1.56833,1.568398
2012-02-15D01:45:00.000000000,1.56781,1.568202
2012-02-15D02:00:00.000000000,1.56882,1.568408
2012-02-15D02:15:00.000000000,1.57048,1.569099
2012-02-15D02:30:00.000000000,1.57109,1.569762
2012-02-15D02:45:00.000000000,1.57121,1.570245
2012-02-15D03:00:00.000000000,1.57096,1.570483
2012-02-15D03:15:00.000000000,1.57119,1.570719
2012-02-15D03:30:00.000000000,1.57143,1.570956
2012-02-15D03:45:00.000000000,1.57193,1.571281
2012-02-15D04:00:00.000000000,1.57151,1.571357
2012-02-15D04:15:00.000000000,1.57158,1.571431
2012-02-15D04:30:00.000000000,1.57145,1.571438
2012-02-15D04:45:00.000000000,1.57199,1.571622
2012-02-15D05:00:00.000000000,1.5721,1.571781
2012-02-15D05:15:00.000000000,1.57224,1.571934
2012-02-15D05:30:00.000000000,1.57244,1.572103
2012-02-15D05:45:00.000000000,1.57308,1.572428
2012-02-15D06:00:00.000000000,1.57246,1.572439
2012-02-15D06:15:00.000000000,1.57262,1.572499
2012-02-15D06:30:00.000000000,1.57225,1.572416
2012-02-15D06:45:00.000000000,1.57219,1.572341
2012-02-15D07:00:00.000000000,1.57269,1.572457
2012-02-15D07:15:00.000000000,1.57329,1.572735
2012-02-15D07:30:00.000000000,1.57269,1.57272
2012-02-15D07:45:00.000000000,1.57156,1.572333
2012-02-15D08:00:00.000000000,1.57145,1.572039
2012-02-15D08:15:00.000000000,1.57043,1.571503
2012-02-15D08:30:00.000000000,1.57019,1.571065
2012-02-15D08:45:00.000000000,1.56792,1.570017
2012-02-15D09:00:00.000000000,1.5681,1.569378
2012-02-15D09:15:00.000000000,1.56883,1.569195
2012-02-15D09:30:00.000000000,1.56798,1.56879
2012-02-15D09:45:00.000000000,1.56848,1.568687
2012-02-15D10:00:00.000000000,1.56928,1.568885
2012-02-15D10:15:00.000000000,1.56846,1.568743
2012-02-15D10:30:00.000000000,1.56888,1.568789
2012-02-15D10:45:00.000000000,1.56959,1.569056
2012-02-15D11:00:00.000000000,1.56971,1.569274
2012-02-15D11:15:00.000000000,1.57091,1.569819
2012-02-15D11:30:00.000000000,1.57193,1.570523
2012-02-15D11:45:00.000000000,1.57041,1.570485
2012-02-15D12:00:00.000000000,1.57028,1.570417
2012-02-15D12:15:00.000000000,1.57095,1.570595
2012-02-15D12:30:00.000000000,1.57131,1.570833
2012-02-15D12:45:00.000000000,1.57147,1.571045
2012-02-15D13:00:00.000000000,1.56864,1.570244
2012-02-15D13:15:00.000000000,1.5699,1.570129
2012-02-15D13:30:00.000000000,1.56965,1.569969
2012-02-15D13:45:00.000000000,1.56961,1.56985
2012-02-15D14:00:00.000000000,1.5706,1.5701
2012-02-15D14:15:00.000000000,1.57078,1.570326
2012-02-15D14:30:00.000000000,1.56906,1.569904
2012-02-15D14:45:00.000000000,1.56929,1.5697
2012-02-15D15:00:00.000000000,1.56762,1.569006
2012-02-15D15:15:00.000000000,1.56844,1.568818
2012-02-15D15:30:00.000000000,1.56938,1.569005
2012-02-15D15:45:00.000000000,1.56931,1.569107
2012-02-15D16:00:00.000000000,1.56906,1.569091
2012-02-15D16:15:00.000000000,1.56957,1.569251
2012-02-15D16:30:00.000000000,1.57064,1.569714
2012-02-15D16:45:00.000000000,1.57078,1.570069
2012-02-15D17:00:00.000000000,1.5705,1.570213
2012-02-15D17:15:00.000000000,1.5705,1.570309
2012-02-15D17:30:00.000000000,1.56969,1.570102
2012-02-15D17:45:00.000000000,1.57012,1.570108
2012-02-15D18:00:00.000000000,1.57016,1.570125
2012-02-15D18:15:00.000000000,1.57004,1.570097
2012-02-15D18:30:00.000000000,1.57007,1.570088
